bug_id,duplicate_of,severity,journey,title,file,line,category,what_breaks,repro,suggested_fix,found_by,verification,verification_evidence,reported_in_journeys,fix_status,fix_commit,retest_evidence
FITBUG-029,,P2,surface,Shipped runtime output across the product — the Claude Code hook and the dashboard UI/API — still instructs users to run deleted console scripts,src/ctx/adapters/claude_code/hooks/bundle_orchestrator.py,67,,"The review found this class in exactly two files (ctx_init, scan_repo) and stopped. It is much wider, and the worst instances are in the flagship Claude Code integration and the dashboard. `_TYPE_INSTALL_CLI` (lines 66-70) is emitted into the PostToolUse hook payload at line 202 as `install: ctx-skill-install <slug> --security-scan-required` / `ctx-agent-install <slug>` / `ctx-mcp-install <slug> --cmd '...'` — all three deleted. That text goes straight into the agent's context, so the agent is being told to run commands that no longer exist. The monitor's Harness Setup page renders copy-paste command boxes with `ctx-harness-install` (pages/harness.py:72, 138, 156, 214) plus `ctx-monitor serve` and `ctx-scan-repo --repo . --recommend` in the same <pre>. The load/unload API rejects harness entities with the reason `harness installs are managed by ctx-harness-install; run: ctx-harness-install <slug> --dry-run` (dashboard_entities.py:154-155 and 218-219). pages/loaded.py:57 renders the same for the uninstall column. ctx_core_tools.py:1079, 1205 and 1272 return `knowledge graph not available; run ctx-wiki-graphify` to the model as a tool-error payload.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,surface,Fixed,(pending commit),"PASS: shipped runtime output no longer names deleted scripts, including the Claude Code hook payload and the dashboard. Reviewer confirmed the real hook payload emits live commands."
FITBUG-030,,P2,surface,"`ctx doctor`'s verdict ignores its own failing environment checks: it prints ""ready for `ctx fit --test --budget N`"" on a stock install where that command exits 1",src/ctx/cli/doctor.py,112,correctness,"`blocking` is initialised at line 112 and incremented only from `_check_repo(repo)` results at lines 113-115. The three environment checks built at lines 103-107 (provider, pricing, catalog) are printed but never counted, so their failure cannot change the verdict at lines 118-124. litellm is an optional extra ([project.optional-dependencies].harness), so a stock `pip install claude-ctx` has no pricing table. In that state doctor prints `[no ] pricing  litellm is not installed, so no cost estimate can be derived` and then, three lines later, `This repository is ready for `ctx fit --test --budget N`.` Running that exact command exits 1 with `Not runnable: the cost of this plan cannot be derived, so it cannot be checked against a budget`. The same holds for `[no ] catalog`: with no catalog no candidate can be proposed, yet the verdict is still ""ready"". This is precisely the failure doctor's own docstring says it exists to prevent (""turn 'it didn't work' into a specific, actionable cause"").","REPO=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
# a venv that mirrors a stock `pip install claude-ctx` (no [harness] extra -> no litellm)
""$REPO/.venv/bin/python"" -m venv /tmp/ctxstock
/tmp/ctxstock/bin/pip install -q pyyaml markdown networkx numpy pymdown-extensions
printf '%s\n' ""$REPO/src"" > /tmp/ctxstock/lib/python3.12/site-packages/ctxsrc.pth
mkdir -p /tmp/ctxdemo2 && cd /tmp/ctxdemo2 && git init -q .
printf 'def add(a, b):\n    return a + b\n' > calc.py
printf 'from calc import add\n\ndef test_add():\n    assert add(1, 2) == 3\n' > test_calc.py
git add -A && git -c user.email=a@b -c user.name=a commit -qm ""add calc""
printf 'def add(a, b):\n    return a + b\n\n\ndef mul(a, b):\n    return a * b\n' > calc.py
printf 'from calc import add, mul\n\ndef test_add():\n    assert add(1, 2) == 3\n\ndef test_mul():\n    assert mul(2, 3) == 6\n' > test_calc.py
git add -A && git -c user.email=a@b -c user.name=a commit -qm ""add mul""
/tmp/ctxstock/bin/python -m ctx doctor      # prints '[no ] pricing ...' AND 'This repository is ready for `ctx fit --test --budget N`.'
/tmp/ctxstock/bin/python -m ctx fit --test --budget 5; echo ""exit=$?""   # exit=1, 'Not runnable: the cost of this plan cannot be derived'","Fold the environment checks into the verdict: count their `ok` flags into `blocking` (or a separate `environment_blocking` counter) and, when any is false, say which command will fail and why instead of printing the unconditional ""ready"" line at doctor.py:124.",journey finder,CONFIRMED by execution,"Built a stock-install venv (base deps only; litellm lives in the optional [harness] extra, pyproject.toml:105). In a two-commit demo repo, `ctx doctor` prints `[no ] pricing  litellm is not installed...` and four lines later `This repository is ready for `ctx fit --test --budget N`.` — exit 0. `ctx fit --test --budget 5` in the same venv exits 1 with `Not runnable: the cost of this plan cannot be derived`. I isolated the cause: the identical command in the repo venv (litellm present) exits 0 and completes a simulated evaluation, so pricing is the sole differentiator. Code confirms it: `blocking` at doctor.py:112 is incremented only from `_check_repo` results at 113-115; the three checks built at 103-107 are printed and discarded.",surface,Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-030: cmd_doctor folds the environment checks into the verdict. pricing, catalog and the git binary are blocking; the verdict lists each blocking cause instead of printing an unconditional ""ready""."
FITBUG-031,,P2,surface,"`ctx doctor` never checks that a task can be derived — the most common reason `ctx fit --test` refuses to run — and still reports the repository ""ready""",src/ctx/cli/doctor.py,62,correctness,"`_check_repo` (lines 62-94) tests exactly two things: `.git` exists, and a test command was discovered. It never calls `ctx.fit.tasks.derive_tasks`, even though task derivation is a hard gate on execution: `derive_tasks` only accepts commits that touch both non-test and test .py files in a diff of <= 6 files (src/ctx/fit/tasks.py:171-184). A repository with Git and runnable tests but no such commit passes both of doctor's checks, so doctor prints all-green plus ""This repository is ready for `ctx fit --test --budget N`"", while that command exits 1 with ""Not runnable: no representative task could be derived, so an experiment would run zero executions and produce no evidence"". This is easy to hit — a single squashed initial commit, or any project whose commits touch more than six files, reproduces it.","REPO=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
rm -rf /tmp/ctxdemo3 && mkdir -p /tmp/ctxdemo3 && cd /tmp/ctxdemo3 && git init -q .
for i in 1 2 3 4 5 6 7; do printf ""def f%s():\n    return %s\n"" $i $i > m$i.py; done
mkdir tests && printf 'from m1 import f1\n\ndef test_f1():\n    assert f1() == 1\n' > tests/test_all.py
git add -A && git -c user.email=a@b -c user.name=a commit -qm ""initial""
""$REPO/.venv/bin/ctx"" doctor | tail -5
# -> [ok] Git history present / [ok] tests runnable / 'This repository is ready for `ctx fit --test --budget N`.'
""$REPO/.venv/bin/ctx"" fit --test --budget 5 > /tmp/ctxdemo3.out 2>&1; echo ""exit=$?""
tail -4 /tmp/ctxdemo3.out
# -> exit=1, 'Not runnable: no representative task could be derived...'","Add a check to `_check_repo` that calls `derive_tasks(repo, verify_command=..., limit=1)` and reports `no representative task could be derived from recent history` as a blocking item, so doctor names the actual cause instead of green-lighting a command that immediately refuses.",journey finder,CONFIRMED by execution,"Built a repo with a single 8-file initial commit. `ctx doctor` prints `[ok] Git history present`, `[ok] tests runnable via \`python -m pytest -q\``, and `This repository is ready for \`ctx fit --test --budget N\``. `ctx fit --test --budget 5` in the same repo exits 1: `Not runnable: no representative task could be derived, so an experiment would run zero executions and produce no evidence.` Gate confirmed in src/ctx/fit/tasks.py:176-188 — commits over `_MAX_FILES_IN_COMMIT` are skipped, and a commit must touch both non-test and test .py files. `_check_repo` (doctor.py:62-94) never calls derive_tasks.",surface,Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-031: doctor now calls derive_tasks(limit=1) and reports ""no representative task could be derived"" as a blocking item, so it names the commonest reason `ctx fit --test` refuses."
FITBUG-032,,P2,surface,"`ctx doctor` reports ""[ok] tests runnable via `python -m pytest -q`"" without ever running it — the `validated` probe flag that exists for exactly this is never set anywhere in the codebase",src/ctx/cli/doctor.py,89,,"doctor's second repo check reports runnability, but `_check_repo` only asks whether a test command was *discovered* and whether test files exist. src/ctx/fit/verification.py:44-45 declares `validated: bool = False` with the docstring ""True only after a cheap non-mutating probe confirmed the command runs"" — grepping all of src/ctx and src/tests shows nothing ever sets it, so the probe was never implemented and doctor never consults the field. Worse, the discovered command is the hardcoded tuple `(""python"", ""-m"", ""pytest"", ""-q"")` (verification.py:162, and again at 173) rather than sys.executable, so it names an interpreter that does not exist on a stock macOS or a python3-only Linux. This is a third false-ok on top of the two the review found, and it is the one doctor states most confidently — it quotes the command back to the user as if it had been tried.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,surface,Deferred,(pending commit),"DEFERRED: Actually probing the test command needs a design decision I should not make unilaterally: which probe (`--collect-only`? a full run?), what timeout, and whether a support tool may execute repository code at all. I fixed the false claim in doctor's wording instead. The hardcoded (""python"", ""-m"", ""pytest"", ""-q"") at verification.py:162 and 172 is out of my lane."
FITBUG-033,,P2,budget,ProviderUnavailable escapes as a raw traceback instead of a refusal,src/ctx/cli/fit.py,353,error-handling,"`_provider_available()` (fit.py:301-308) decides live-vs-simulation purely from the presence of `OPENAI_API_KEY`/`ANTHROPIC_API_KEY`/`CTX_FIT_API_KEY`; the harness's own `provider_diagnostics()` is never called. `build_agent_driver()` raises `ProviderUnavailable` when `ctx` is not on PATH (providers.py:63-67), and the call at fit.py:353 is not guarded. A user with an API key exported but `ctx` installed only inside a venv gets a Python traceback out of a product whose stated contract is to refuse cleanly. The plan has already been printed as ""ready"" at that point, so the failure lands after the budget gate rather than as a refusal decision.","CTXROOT=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
W=/tmp/ctx-fit-repro; cd $W/repo   # scaffold from finding 1; note: do NOT put $W/bin on PATH
which ctx || echo ""(ctx not on PATH)""
OPENAI_API_KEY=sk-dummy $CTXROOT/.venv/bin/ctx fit . --test --budget 1 2>&1 | tail -4
#   File "".../ctx/fit/providers.py"", line 65, in build_agent_driver
#     raise ProviderUnavailable(
#   ctx.fit.providers.ProviderUnavailable: the `ctx` harness is not on PATH, so no real agent can be driven","Call `provider_diagnostics()` in `_provider_available()` so ""can we really run"" is one question rather than two, and wrap the `build_agent_driver()` call so a `ProviderUnavailable` becomes a printed refusal plus a non-zero exit -- or an explicit fall back to simulation with the simulated banner -- instead of a traceback.",journey finder,CONFIRMED by execution,"`env PATH=/usr/bin:/bin OPENAI_API_KEY=sk-dummy .venv/bin/ctx fit . --test --budget 1` ended in `ctx.fit.providers.ProviderUnavailable: the \`ctx\` harness is not on PATH, so no real agent can be driven`, raised from providers.py:65 through the unguarded call at cli/fit.py:353. `_provider_available()` (fit.py:301-308) only reads three env vars and never calls `provider_diagnostics()`.","budget, recommend, trials",Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-033: ProviderUnavailable from build_agent_driver() is caught in cmd_fit and printed as a refusal on stderr with exit 1, instead of escaping as a traceback after the plan was already declared ready."
FITBUG-033.dup1,FITBUG-033,P2,trials,`ProviderUnavailable` escapes as a raw traceback when credentials exist but the harness is not on PATH,src/ctx/cli/fit.py,353,error-handling,"`_provider_available()` decides live-vs-simulated purely from environment variables (`OPENAI_API_KEY`/`ANTHROPIC_API_KEY`/`CTX_FIT_API_KEY`), but `build_agent_driver()` requires the `ctx` binary on PATH and raises `ProviderUnavailable` when it is not. Nothing catches it — `cmd_fit` calls `_run_evaluation` unguarded — so a user with an API key exported and `ctx` invoked via an absolute path, a venv entry point, `uvx`, or a wrapper gets a Python stack trace instead of the message the exception was written to carry (providers.py:60 explicitly promises ""a missing harness is reported before any workspace is prepared"").","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
T=$(mktemp -d /tmp/ctxfit-prov-XXXX); cd $T
git init -q proj && cd proj && git config user.email a@a && git config user.name a
mkdir src tests
printf '[project]\nname=""p""\nversion=""0""\n[tool.pytest.ini_options]\ntestpaths=[""tests""]\n' > pyproject.toml
printf 'def add(a,b):\n    return a+b\n' > src/calc.py
printf 'def test_add(): assert 1\n' > tests/test_calc.py
git add -A && git commit -qm init
printf 'def add(a,b):\n    return a+b\n\ndef mul(a,b):\n    return a*b\n' > src/calc.py
printf 'def test_mul(): assert 1\n' >> tests/test_calc.py
git add -A && git commit -qm ""feat: add mul""
# `ctx` invoked by absolute path, NOT on PATH:
OPENAI_API_KEY=sk-fake $CTX/.venv/bin/ctx fit . --test --budget 100 2>&1 | tail -6

# Observed:
#   File "".../src/ctx/fit/providers.py"", line 65, in build_agent_driver
#     raise ProviderUnavailable(
# ctx.fit.providers.ProviderUnavailable: the `ctx` harness is not on PATH, so no real agent can be driven","Wrap the `build_agent_driver()` call in `try/except ProviderUnavailable`, print the message and either fall back to the simulated runner with the simulation banner or exit non-zero cleanly. Better: have `_provider_available()` consult `provider_diagnostics()` so the live/simulated decision and the driver's own requirement cannot disagree.",journey finder,CONFIRMED by execution,"Reproduced: `OPENAI_API_KEY=sk-fake $CTX/.venv/bin/ctx fit . --test --budget 100` (ctx invoked by absolute path, not on PATH) ended in 'File "".../src/ctx/cli/fit.py"", line 353, in _run_evaluation / runner = make_live_runner(profile.repo_path, build_agent_driver()) ... ctx.fit.providers.ProviderUnavailable: the `ctx` harness is not on PATH, so no real agent can be driven'. _provider_available() (fit.py:301-308) decides from env vars only; build_agent_driver requires shutil.which('ctx').",,Fixed,,
FITBUG-033.dup2,FITBUG-033,P2,recommend,ctx fit --test crashes with a traceback when an API key is set but the ctx harness is not on PATH,src/ctx/cli/fit.py,353,unhandled-exception,"`_provider_available()` (cli/fit.py:301-308) only checks environment variables, while `build_agent_driver()` (providers.py:63-67) additionally requires the `ctx` console script on PATH and raises `ProviderUnavailable` when it is missing. `_run_evaluation` calls it unguarded, so the exception escapes `cmd_fit` and the user gets a raw Python traceback instead of a message — the exact opposite of providers.py:58-61, which claims the failure is raised early ""so a missing harness is reported before any workspace is prepared"". This is the normal state when running from a source checkout via `python -m ctx` rather than an installed entry point, and it happens after the budget gate has already passed.","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
LAB=$(mktemp -d); mkdir -p $LAB/bin $LAB/r/pkg $LAB/r/tests
printf '#!/bin/sh\nexec %s ""$@""\n' ""$CTX/.venv/bin/python"" > $LAB/bin/python; chmod +x $LAB/bin/python
cd $LAB/r; git init -q -b main .; git config user.email t@t.t; git config user.name t
printf '[project]\nname=""d""\nversion=""0.1""\n' > pyproject.toml; touch conftest.py
printf 'def add(a,b):\n    return a+b\n' > pkg/__init__.py
printf 'from pkg import add\n\ndef test_add():\n    assert add(1,2)==3\n' > tests/test_add.py
git add -A; git commit -qm initial
printf 'def mul(a,b):\n    return a*b\n' >> pkg/__init__.py
printf 'from pkg import mul\n\ndef test_mul():\n    assert mul(2,3)==6\n' > tests/test_mul.py
git add -A; git commit -qm 'add mul'
# key present, `ctx` deliberately absent from PATH:
OPENAI_API_KEY=sk-test PATH=""$LAB/bin:/usr/bin:/bin"" $CTX/.venv/bin/python -m ctx fit $LAB/r --test --budget 5 2>&1 | tail -6
# -> ctx.fit.providers.ProviderUnavailable: the `ctx` harness is not on PATH, ...",Wrap the driver construction at cli/fit.py:349-353 in `try/except ProviderUnavailable` and either fall back to the simulated runner with an explicit banner or print the message and return a non-zero exit code. Better: fold `provider_diagnostics()` (providers.py:134-143) into `_provider_available()` so the simulated/live decision accounts for the harness binary as well as the API key.,journey finder,CONFIRMED by execution,"`OPENAI_API_KEY=sk-test PATH=/usr/bin:/bin .venv/bin/python -m ctx fit <repo> --test --budget 5` ends in a raw traceback: `ctx.fit.providers.ProviderUnavailable: the \`ctx\` harness is not on PATH, so no real agent can be driven`, through cli/fit.py:353 -> providers.py:65. I also checked the outer handler they did not mention: run.py:1853 catches RuntimeError (ProviderUnavailable subclasses it) but `_is_missing_harness_extra_error` only matches 'litellm is required' / 'claude-ctx[harness]', so it re-raises. The scenario is real for this checkout — `ctx` exists at .venv/bin/ctx but is not on PATH unless the venv is activated.",,Fixed,,
FITBUG-034,,P2,json,`readiness` key silently disappears from the --json payload when --test hits a blocked plan,src/ctx/cli/fit.py,426,schema-drift,"The `--test` early-return path builds its own payload (`payload = profile.to_dict(); payload[""plan""] = ...`) and never adds `payload[""readiness""]`, which the normal `--json` path unconditionally adds at line 436, nor `payload[""dry_run""]`, which the normal path adds at line 440. So `ctx fit --json --test --budget 0.001` (budget too small — an entirely ordinary CI situation) emits a document whose top-level keys are `dimensions, existing_ai_config, is_fit_evaluable, plan, repo_path, schema, stack, verification, warnings`, while every other `--json` invocation also carries `readiness`. The `schema` field still reads `ctx.fit.profile-v1` in both cases, so a consumer has no versioned signal that the shape changed. A CI job doing `jq -e '.readiness.score' out.json` or `payload[""readiness""][""score""]` gets null/KeyError rather than a readable value, even though the readiness assessment was computable and costs nothing to produce (it performs no model call, no network, no subprocess).","PY=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/python
R=$(mktemp -d); mkdir -p ""$R/tests""
printf '[project]\nname=""d""\nversion=""0""\n\n[tool.pytest.ini_options]\ntestpaths=[""tests""]\n' > ""$R/pyproject.toml""
printf 'def test_ok():\n    assert True\n' > ""$R/tests/test_ok.py""
git -C ""$R"" init -q . && git -C ""$R"" add -A && git -C ""$R"" -c user.email=a@b -c user.name=c commit -qm init
""$PY"" -m ctx fit ""$R"" --json --budget 5 2>/dev/null | ""$PY"" -c ""import json,sys;print('with budget  :', sorted(json.load(sys.stdin)))""
""$PY"" -m ctx fit ""$R"" --json --test --budget 0.001 2>/dev/null | ""$PY"" -c ""import json,sys;print('blocked plan :', sorted(json.load(sys.stdin)))""
rm -rf ""$R""","Build the payload once. Hoist the `readiness`/`plan`/`dry_run` assembly into a single helper used by both the early-return branch at lines 425-429 and the main branch at lines 432-443, so the emitted key set is a function of the schema version alone and not of which branch produced it.",journey finder,CONFIRMED by execution,"On a temp git repo with pyproject pytest config and tests/test_ok.py: `--json --budget 5` emitted top-level keys ['dimensions','dry_run','existing_ai_config','is_fit_evaluable','plan','readiness','repo_path','schema','stack','verification','warnings'] with exit 0, while `--json --test --budget 0.001` emitted ['dimensions','existing_ai_config','is_fit_evaluable','plan','repo_path','schema','stack','verification','warnings'] with exit 1 — both `readiness` and `dry_run` absent. I additionally hit the same shortfall on two more blocked paths they did not list: `--json --test` with no budget at all (decision blocked-no-budget) and `--json --test --budget 5` on that repo (blocked because no tasks could be derived), so the drop-out is not specific to the too-small-budget case. `schema` reads ""ctx.fit.profile-v1"" in every case, so nothing versioned signals the shape change. The cause is exactly as described: the early-return branch at src/ctx/cli/fit.py:426-428 builds its own payload and never reaches the unconditional `payload[""readiness""]` at line 436.",json,Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-034: a single _json_payload() helper builds every --json document, so `readiness` and `dry_run` no longer vanish on the blocked-plan early return."
FITBUG-035,,P2,json,"`--json` silently ignores --apply and --pr and returns exit 0, where text mode returns 1 with an explanation",src/ctx/cli/fit.py,444,correctness,"The `if args.json:` block prints the payload and returns 0 at line 444, before control ever reaches the apply/PR handling at lines 456-463. So `--apply`, `--pr`, and `--yes` are inert in JSON mode: `_handle_apply` is never called, no configuration is generated, no branch or PR body is produced, and nothing in the emitted payload records that the request was dropped. The exit code says success. Text mode for the identical arguments returns 1 and prints ""Nothing to apply: run `ctx fit --test --budget N` first so there is evidence to act on"". A CI pipeline running `ctx fit --json --test --budget N --apply --yes` and gating on `$?` concludes the winning configuration was applied when in fact the command did nothing but print a profile. (In simulation `plan_apply` declines to write anyway, so today the divergence that reproduces is the exit code and the missing signal; with real provider credentials the same code path would additionally skip a write the user explicitly asked for.)","PY=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/python
R=$(mktemp -d); mkdir -p ""$R/tests""
printf '[project]\nname=""d""\nversion=""0""\n\n[tool.pytest.ini_options]\ntestpaths=[""tests""]\n' > ""$R/pyproject.toml""
printf 'def test_ok():\n    assert True\n' > ""$R/tests/test_ok.py""
git -C ""$R"" init -q . && git -C ""$R"" add -A && git -C ""$R"" -c user.email=a@b -c user.name=c commit -qm init
""$PY"" -m ctx fit ""$R"" --apply --yes >/dev/null 2>&1;        echo ""text mode exit=$?""   # 1
""$PY"" -m ctx fit ""$R"" --json --apply --yes >/dev/null 2>&1; echo ""json mode exit=$?""   # 0
rm -rf ""$R""","Either reject the combination up front in cmd_fit (`if args.json and (args.apply or args.pr): print(""error: --apply/--pr are not supported with --json"", file=sys.stderr); return 2`), or run the apply path in JSON mode too and record its outcome as an `apply` object in the payload (artifacts written, or the reason nothing was applied) while returning the same exit code the text path would.",journey finder,CONFIRMED by execution,"On a temp git repo: `ctx fit $R --apply --yes` exits 1, `ctx fit $R --json --apply --yes` exits 0, and diffing the JSON against a plain `ctx fit $R --json` shows the two are byte-identical — nothing in the payload records that --apply was requested and dropped. The mechanism is unambiguous in the source: src/ctx/cli/fit.py:444 `return 0` sits inside `if args.json:` and precedes both the `_handle_apply` call at line 457 and the ""Nothing to apply"" branch at lines 458-463, so --apply/--pr/--yes are unreachable in JSON mode on every path, including the one where an evaluation succeeded. I deliberately did not execute the succeeded-evaluation apply case, because `_handle_apply` -> `apply_plan` writes files into the target repo and I was not going to risk that.","json, recommend",Fixed,(pending commit),"PASS (cli_fit lane, accepted by paired reviewer): FITBUG-035: `--json` with `--apply`/`--pr` is rejected up front (exit 2, message on stderr) instead of silently dropping the request and returning 0."
FITBUG-035.dup1,FITBUG-035,P3,recommend,--json silently swallows --apply and --pr,src/ctx/cli/fit.py,444,misleading-output,"The `if args.json:` block returns at line 444, before the `if args.apply or args.pr:` dispatch at line 456. `ctx fit --test --budget 5 --json --apply --yes` therefore prints the recommendation JSON, writes nothing, prints no explanation of why, and exits 0. A script that shells out with `--json --apply --yes` and checks the exit code concludes the configuration was applied when it was not.","Use the harness from the '--pr announces a branch' finding above, then:
  cp $LAB/r/AGENTS.md $LAB/before.md
  cd $LAB && $PY $LAB/fit.py $LAB/r --test --budget 5 --json --apply --yes > /dev/null; echo ""exit=$?""
  diff $LAB/before.md $LAB/r/AGENTS.md && echo 'nothing written, exit code 0, no message'
# contrast with the same command minus --json, which writes AGENTS.md","Run `_handle_apply` before the `--json` early return, and fold its plan (including `refusal`/`can_apply`) into the emitted payload — or reject `--json` combined with `--apply`/`--pr` at argument-parse time.",journey finder,CONFIRMED by execution,"`fit.py rBig --test --budget 5 --json --apply --yes` -> `exit=0`, `diff before.md rBig/AGENTS.md` clean, and grepping the whole output for apply/wrote/branch returns 0 matches. The same command without --json writes AGENTS.md. Cause confirmed by reading: `return 0` at cli/fit.py:444 precedes the `if args.apply or args.pr` dispatch at cli/fit.py:456.",,Fixed,,
FITBUG-036,,P2,recommend,--pr announces a branch it never creates; --apply writes to the current branch instead,src/ctx/cli/fit.py,485,false-claim,"`--pr` help says ""Prepare a branch and pull-request body"" (cli/fit.py:59-61) and apply.py:18 says ""This prepares a branch and a PR body."" Nothing in the codebase ever runs git: `plan.branch` is a formatted string (apply.py:193) and `_handle_apply` only prints it. Running `--pr --apply --yes` prints `Branch: ctx-fit/run` and then `Wrote: AGENTS.md`, but `git branch -a` still shows only `main`, and the destructive AGENTS.md write from the finding above lands as an uncommitted modification on whatever branch the user is standing on. A user who reads ""Branch: ctx-fit/run"" reasonably believes the change is isolated and can be discarded by deleting a branch; it is not. Separately, `run_id` defaults to ""run"" (apply.py:185) and the CLI never supplies one (cli/fit.py:476), so the announced branch name is the same constant on every run. No PR is opened either, against the promise at apply.py:2-4 and the dry-run script line ""7. open a PR containing the winning configuration"" (cli/fit.py:203).","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx; PY=$CTX/.venv/bin/python
LAB=$(mktemp -d); mkdir -p $LAB/bin
printf '#!/bin/sh\nexec %s ""$@""\n' ""$PY"" > $LAB/bin/python; chmod +x $LAB/bin/python
export PATH=$LAB/bin:$PATH
cat > $LAB/fit.py <<'PY'
import argparse, os, subprocess, sys
sys.path.insert(0, ""/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/src"")
os.environ[""CTX_FIT_API_KEY""] = ""stub""
from ctx.fit import providers
from ctx.fit.live_runner import AgentInvocation, AgentOutcome
def _stub(*a, **k):
    def drive(inv: AgentInvocation) -> AgentOutcome:
        subprocess.run([""git"",""checkout"",""HEAD"",""--"",*inv.files_to_change],
                       cwd=str(inv.workspace), capture_output=True, check=False)
        n = len(inv.capability_ids)
        return AgentOutcome(True, 1000, 100, 0.10 if n == 0 else 0.02, ""stub"")
    return drive
providers.build_agent_driver = _stub
from ctx.cli.fit import cmd_fit
p = argparse.ArgumentParser()
p.add_argument(""repo""); p.add_argument(""--json"", action=""store_true"")
p.add_argument(""--test"", action=""store_true""); p.add_argument(""--apply"", action=""store_true"")
p.add_argument(""--pr"", action=""store_true""); p.add_argument(""--yes"", action=""store_true"")
p.add_argument(""--dry-run"", dest=""dry_run"", action=""store_true"")
p.add_argument(""--budget"", type=float, default=None)
p.add_argument(""--max-depth"", dest=""max_depth"", type=int, default=4)
raise SystemExit(cmd_fit(p.parse_args()))
PY
mkdir -p $LAB/r/pkg $LAB/r/tests; cd $LAB/r
git init -q -b main .; git config user.email t@t.t; git config user.name t
printf '[project]\nname=""d""\nversion=""0.1""\n' > pyproject.toml; touch conftest.py
printf '# hand-written\n' > AGENTS.md
printf 'def add(a,b):\n    return a+b\n' > pkg/__init__.py
printf 'from pkg import add\n\ndef test_add():\n    assert add(1,2)==3\n' > tests/test_add.py
git add -A; git commit -qm initial
for i in 1 2 3 4; do
  printf 'def f%s(a,b):\n    return a+b+%s\n' $i $i >> pkg/__init__.py
  printf 'from pkg import f%s\n\ndef test_f%s():\n    assert f%s(1,1)==%s\n' $i $i $i $((2+i)) > tests/test_f$i.py
  git add -A; git commit -qm ""add f$i""
done
cd $LAB && $PY $LAB/fit.py $LAB/r --test --budget 5 --pr --apply --yes | grep -E '^Branch:|^Wrote:'
echo '--- branches that actually exist:'; git -C $LAB/r branch -a
echo '--- where the write landed:'; git -C $LAB/r status --short AGENTS.md","Either create the branch (`git switch -c plan.branch`, write, commit) before `apply_plan` at cli/fit.py:498, or stop printing `Branch:` as a statement of fact — print the name as ""suggested branch (not created)"" and reword `--pr` help and apply.py:18. Also thread a real `run_id` into `plan_apply` so the name is unique per run.",journey finder,CONFIRMED by execution,"`fit.py rBig --test --budget 5 --pr --apply --yes` prints `Branch: ctx-fit/run` then `Wrote: AGENTS.md`. Immediately after: `git branch -a` -> `* main` only; `git rev-parse --abbrev-ref HEAD` -> `main`; `git status --short` -> ` M AGENTS.md`. So the change is an uncommitted modification on the user's current branch. grep for subprocess/git across apply.py and cli/fit.py returns nothing — plan.branch is only the f-string at apply.py:193, and run_id defaults to ""run"" with no caller supplying one, so the name is a constant.",recommend,Deferred,(pending commit),"DEFERRED: Creating the branch (git switch -c, commit) and threading a unique run_id live in src/ctx/fit/apply.py -- another lane -- and ""should CTX Fit run git at all"" is a product decision, not a small obviously-correct fix. I made the output stop claiming a branch exists; apply.py:18's docstring and apply.py:185/193 (run_id defaults to the constant ""run"") still overstate what happens."
FITBUG-037,,P2,trials,The two modules that carry all four non-negotiable properties have no tests at all,src/ctx/fit/live_runner.py,1,,"src/tests/fit/ contains test_apply, test_candidates, test_cli_surface, test_execution_recommend, test_experiment, test_fit_profile, test_readiness and test_tasks — and nothing for live_runner.py or providers.py. `grep -rn 'ctx\.fit\.live_runner|ctx\.fit\.providers' src/tests/` returns zero hits. Every property the live_runner docstring calls non-negotiable (isolation, the repository judges, the red gate, honest cost) is asserted only in prose. This is why the pretty-printed-JSON parser bug shipped: a single test feeding the driver the exact bytes cli/run.py:_emit_result produces would have caught it, as would one test asserting that a verified trial's test files are unmodified, or that trial_timeout is honored.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,trials,Already Fixed,(pending commit),"Re-validated against current code: no longer reproduces. Closed by the P0 work, not by this lane. Reviewer independently upheld the dismissal."
